author,cook_category,cook_instructions,description,ingredient_amount,ingredient_name,picture_src,rating,recipe_title,tags,time_metric,time_num,url,yield_metric,yield_num
Martha Rose Shulman,Healthy,"Cut 1/2 pound of the tomatoes (2 medium) in half across the equator, and grate on the large holes of a box grater set over a bowl. Line a strainer with cheesecloth, and set over a bowl. Place the grated tomatoes in the cheesecloth and allow to drain for one hour. (The “tomato water” that drips through will have an intense, pure flavor.) Meanwhile, cut the remaining tomatoes in wedges and toss in a bowl with salt to taste, the garlic clove, vinegar and olive oil.---,After one hour, gather up the cheesecloth around the tomato pulp that remains and squeeze to extract all of the remaining juice. Transfer the juice to a blender. Add the tomato wedges and all of the juice in the bowl, along with the tomato paste, basil leaves and water. Blend until smooth (if necessary do this in two batches). Adjust seasoning, and if you want a hint of heat, add a small pinch of cayenne.---,Strain the soup through a medium strainer set over a bowl, pushing the soup through with a spatula or the bottom of a ladle. Serve right away, or for the best flavor refrigerate for one to 24 hours before serving. Blend again or whisk before serving. Serve, garnishing each bowl with slivered basil.---","This puréed tomato soup is much like gazpacho, but without bread. And this soup is strained, so it has a different, lighter texture and an intense, concentrated tomato flavor that is extremely refreshing on a hot summer day or evening.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","2,,1,2,2,2,¼,1,","pounds ripe, locally grown tomatoes---,Salt to taste---,large garlic clove, peeled---,tablespoons sherry vinegar---,tablespoons extra virgin olive oil---,tablespoons tomato paste---,cup fresh basil leaves, plus a few leaves, slivered, for garnish---,cup water---,Pinch of cayenne (optional)---",https://static01.nyt.com/images/2010/08/25/health/25recipehealth_600/25recipehealth_600-articleLarge-v2.jpg,4,Blender Tomato Soup,"Soups And Stews,Basil,Tomato,Dinner,Easy,Lunch,Weekday,Appetizer,Main Course,Summer,Gluten Free,Healthy,Vegan,Vegetarian","hour,minutes","1,15",https://cooking.nytimes.com/recipes/1013230-blender-tomato-soup,four,
Julia Moskin,,"Butter an 8-inch-square baking pan. Line with parchment or wax paper, letting edges of paper hang over sides of pan.---,In top of a double boiler or a metal bowl set over (not resting in) simmering water, combine all ingredients except nuts. Mix just until melted and well combined. (Alternatively, use a microwave on low power to melt ingredients, stopping every 10 to 20 seconds to mix well.) The mixture should be heated as little as possible. Mix in nuts, if using.---,Scrape mixture into prepared pan. Refrigerate until set, about 4 hours or overnight. Lift fudge on paper out of pan and use a large knife to cut into squares.---","“All candy-making is about preventing crystallization,” said Michael Chu, an engineer based in Austin, Tex., who writes about his kitchen experiments online at Cooking for Engineers. Mr. Chu’s chocolate fudge recipe, of which this is an adaptation, has the pleasantly cakey, almost sandy texture desirable in fudge, which can be tricky to achieve using milk and butter. He uses condensed milk to reduce the ingredients in the fudge to a mere three (salt is optional), and to eliminate the dreaded step of cooking the sugar syrup to the soft-ball stage. “The manufacturing process has already done that work for you,” he said.,
      ,
      ,. 
  ","4,1,1,⅛,½","tablespoons (1/2 stick) butter, plus extra for greasing the pan---,pound semisweet or bittersweet chocolate---,(14-ounce) can sweetened condensed milk---,teaspoon salt (optional)---,cup chopped nuts (optional)---",https://static01.nyt.com/images/2015/08/27/dining/ElCerrito_Fudge2/ElCerrito_Fudge2-articleLarge.jpg,4,Absurdly Easy Chocolate Fudge,"Chocolate,Sweetened Condensed Milk,Quick,Dessert",minutes,15,https://cooking.nytimes.com/recipes/1013071-absurdly-easy-chocolate-fudge,squares,16
Amanda Hesser,,"In a small saucepan, stir together the garlic, paprika, cumin, cayenne and olive oil. Place over medium-low heat and cook, stirring constantly, for 5 minutes. Remove from the heat and set aside.---,Pass the tomatoes through a food mill fitted with a large disk. Stir in the cooked spice mixture, the cilantro, vinegar, lemon juice, 2 teaspoons salt, celery and 2 tablespoons water. Add more salt as desired. Refrigerate until cold. Serve garnished with cilantro leaves.---","This recipe, originally featured in a 1991 column by Barbara Kafka, was rehashed in a piece by Amanda Hesser in 2009. The idea is simple: Aromatic spices are toasted in a small saucepan, paired with tomatoes, and served chilled. The end result is a refreshing soup, full of flavor.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","5,2 ½,1 ½,,4,2 ¼,¼,1,2,,4","medium cloves garlic, smashed, peeled and minced---,teaspoons sweet paprika---,teaspoons ground cumin---,Large pinch of cayenne pepper---,teaspoons olive oil---,pounds tomatoes, cored and cut into 1-inch pieces---,cup packed chopped cilantro leaves plus additional for garnish---,tablespoon white-wine vinegar---,tablespoons plus 2 teaspoons fresh lemon juice---,Kosher salt---,stalks celery, diced---",https://static01.nyt.com/images/2014/05/20/dining/Moroccan-Tomato-Soup/Moroccan-Tomato-Soup-articleLarge.jpg,4,Moroccan Tomato Soup,"Moroccan,One Pot,Soups And Stews,Garlic,Tomato,Dinner,Lunch,Quick,Appetizer,Main Course,Side Dish,Summer,Gluten Free,Vegan,Vegetarian",minutes,5,https://cooking.nytimes.com/recipes/1012678-moroccan-tomato-soup,Serves,4
Melissa Clark,,"Fit a heatproof bowl over a pot of simmering water, making sure the water doesn’t touch the bottom of the bowl. Place the chocolate in the bowl and stir until fully melted, about 5 minutes. Remove the bowl from the pot and stir the crystallized ginger and half of the pomegranate seeds into the melted chocolate.---,Line a small baking sheet with parchment paper. Pour melted chocolate mixture onto the sheet. Use a spatula to smooth the chocolate into one even layer about 1/4 inch thick (it does not need to fill the entire sheet). Sprinkle chocolate with remaining pomegranate seeds and sea salt.---,Chill for 20 to 30 minutes or until firm. Break or cut into pieces and store in an airtight container, separating the layers with wax paper. This is best served the same day it’s made, otherwise condensation may form on the surface.---","Chocolate bark is the workhorse of homemade holiday gifts, and in Tom Faglon's version, he scatters fresh pomegranate seeds over the surface, where they glisten like rubies. Chewy bits of candied ginger are hidden inside the bittersweet chocolate, lying in wait to surprise you with their spiciness. Then, to make things even more interesting, Mr. Faglon strews the top with crunchy sea salt. This bark is as sweet and juicy as a box of chocolate-covered cherries, but a lot more sophisticated.,
      ,
      ,. 
  ","140,20,140,6","grams dark (bittersweet) chocolate pieces (5 ounces)---,grams minced crystallized ginger (2 tablespoons)---,grams fresh pomegranate seeds (1 cup)---,grams flaky sea salt (1 teaspoon)---",,4,Dark Chocolate and Pomegranate Bark,"Chocolate,Pomegranate Seed,Dessert,Gluten Free,Nut Free,Vegan,Vegetarian",minutes,10,https://cooking.nytimes.com/recipes/1015757-dark-chocolate-and-pomegranate-bark,servings,"3/4,8"
Mark Bittman,,"Preheat the oven to 325. Butter an 11-inch round cake pan.---,Heat the milk in a medium saucepan over medium heat until simmering, then whisk in the semolina and salt. Boil, stirring constantly, for 2 minutes. Remove the saucepan from the heat, and stir in the sugar and butter until combined. Transfer the batter to a bowl to cool it down to warm, stirring frequently to prevent a skin from forming.---,Zest the lemons, using only the yellow part, and stir into the batter. Beat in the eggs, one at a time, until combined. Beat in the ricotta.---,Pour the batter into the pan, and bake until set and golden in places, about 1 hour. Transfer the pan to a rack to cool, and sprinkle with confectioners’ sugar while still hot. Once the cake has cooled, sprinkle with confectioners’ sugar once more, then serve.---","Migliaccio, often served at Carnival, is a lemon-ricotta cheesecake with a difference: a base of semolina flour, which makes it lighter than your typical cheesecake.,
      ,
      ,. 
  ","3,1,1 ¾,½,1 ¾,1,4,1,,","tablespoons unsalted butter---,quart whole milk---,cups semolina flour---,teaspoon kosher salt---,cups sugar---,large or 2 small lemons---,large eggs---,pound (2 cups) fresh ricotta cheese, strained---,Confectioners’ sugar for sprinkling---,Raspberry sauce (---,)---",https://static01.nyt.com/images/2015/02/22/magazine/22eat4/22mag-22eat.t_CA1-articleLarge.jpg,4,Italian Lemon-Ricotta Cake,"Italian,Cakes,Lemon,Ricotta,Semolina Flour,Dessert,Winter",hours,"1,1/2",https://cooking.nytimes.com/recipes/1017240-italian-lemon-ricotta-cake,servings,12
Kim Severson,,"In a heavy saucepan over low heat, melt butter and chocolate, stirring constantly so chocolate doesn’t burn.---,Add the cocoa, sugar and 3/4 cup heavy cream. Turn heat to medium-low and stir constantly until lumps are gone and sauce is just heated, about 2 to 3 minutes. Stir in remaining cream and mix until smooth and thick, about another minute.---,Remove from heat and stir in salt and vanilla. Pour into small jars, let cool and then cover. Will keep in the refrigerator for a month.---","This recipe came to The Times from Doris Muramatsu, a musician with the band Girlyman. It takes about 15 minutes to make and is particularly terrific over ice cream with some spicy pecans chopped on top. It is also an easily made token of true friendship and cheer: pour some into small jars and give it to friends.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","½,2,½,⅔,1,2,2","cup salted butter---,ounces unsweetened chocolate, roughly chopped---,cup Dutch processed cocoa---,cup sugar---,cup heavy cream---,teaspoons salt---,teaspoons vanilla---",https://static01.nyt.com/images/2018/12/05/dining/05swaprex2/merlin_147202056_94d8c50e-f91f-4286-b19e-e7a9627a4165-articleLarge.jpg,5,Doris’s Salty Hot Fudge,"Sauces And Gravies,Butter,Heavy Cream,Unsweetened Chocolate,Quick,Dessert,Winter",minutes,10,https://cooking.nytimes.com/recipes/1014380-doriss-salty-hot-fudge,half,
Nigella Lawson,,"In a mixing bowl, combine lemon zest and juice, lime zest and juice, sugar and eggs. Whisk until smooth. Add cream, whisk again, and transfer to a large pitcher. Cover with plastic wrap and refrigerate from 2 hours to 2 days, the longer the better to bring out fullest flavor.---,When ready to bake, heat oven to 300 degrees. Heat a kettle of water until just steaming; do not boil.---,Place six 1-cup ramekins in a roasting pan and pour cream mixture into them. Pour hot water into pan to come about halfway up sides of ramekins. Bake until cream is just set, 30 to 35 minutes; it will still wobble, but will firm as it cools.---,Remove ramekins from water and allow to cool. Serve at room temperature, or cover with plastic wrap and refrigerate. Serve with shortbread or plain, crisp cookies.---","Here is an easy, citrusy dessert that can be made ahead of time for the most part. Mix lemon and lime zest with eggs, sugar and cream, and then refrigerate for up to two days -- the longer   the better. Then, bake it in ramekins for about half an hour, and serve. Superfine sugar can be found in the baking aisle or made with regular sugar using a mortar and pestle. ,
      ,
      ,. 
  ",",,1 ½,6,1 ¼","Finely grated zest and juice of 2 lemons---,Finely grated zest and juice of 1 lime---,cups superfine sugar---,large eggs---,cups heavy cream---",https://static01.nyt.com/images/2014/03/21/dining/limecream-still/limecream-still-articleLarge-v2.jpg,5,Lemon-Lime Satin Creams,"Lemon,Lime,Dessert,Side Dish",minutes,45,https://cooking.nytimes.com/recipes/5595-lemon-lime-satin-creams,servings,6
The New York Times,,"Preheat oven to 350 degrees and grease three 8-inch cake pans.---,With a standing or hand mixer, cream butter and sugar until light and fluffy. Add dry ingredients alternately with milk. Fold in egg whites until thoroughly combined; do not overmix.---,Divide batter into greased pans and transfer to the oven. Bake for 25 to 30 minutes, or until top springs back when lightly touched. Cool on racks before removing from pans; let cool completely.---,Combine all ingredients in top of double boiler set over boiling water. Cook, stirring constantly until very thick, about 15 minutes. Transfer to a bowl and let cool completely before using.---,Combine all ingredients in top of double boiler. Beat with a rotary beater or hand mixer for 1 minute, then set over boiling water and beat for about 7 minutes more or until frosting stands in glossy peaks. Remove from the heat and continue beating until frosting is cool and thick enough to hold firm swirls. Let cool completely before using.---,Spread the lemon filling between the layers and on top. Spread the frosting on the sides of the cake and press with shredded coconut.---","This Southern delicacy contains no cheese, but a buttery filling with a hint of cheese-like curd adds color and luscious flavor.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","1,2,1,3,¾,6,½,1,6,,2,1 ½,¼,⅓,1,1,1","cup butter (2 sticks), at room temperature---,cups/360 grams sugar---,tablespoon baking powder---,cups/270 grams sifted cake flour---,cup milk---,large egg whites, stiffly beaten---,cup butter (1 stick)---,cup/180 grams sugar---,large egg yolks---,Grated zest and juice of 2 lemons---,egg whites, unbeaten---,cups/270 grams sugar---,teaspoon salt---,cup water---,tablespoon light corn syrup---,teaspoon vanilla---,cup/135 grams shredded coconut---",https://static01.nyt.com/images/2015/04/15/dining/15CAKE1/15CAKE1-articleLarge.jpg,4,Alabama Lemon ‘Cheese’ Cake,"American,Cakes,Butter,Cake Flour,Lemon,Dessert",hours,3,https://cooking.nytimes.com/recipes/1017341-alabama-lemon-cheese-cake,servings,"10,12"
Christine Muhlke,,"The day before serving, prepare the filling. Wash and dry the lemons. Freeze them for 10 minutes and then slice them as finely as you can using a mandoline, meat slicer or very sharp knife. As you slice, pull out and discard any seeds. Place the lemons in a mixing bowl and toss with the sugar. Cover with a dish towel and set on the counter overnight.---,The next day, prepare the pastry: combine the flour, salt and sugar in a large mixing bowl. Using a fork or pastry cutter, work half of the butter into the flour until it resembles coarse meal. Quickly work the remaining butter into the dough until the biggest pieces are the size of lima beans. Drizzle in the water in several additions, tossing and mixing between each. (It should look rather ropy and rough.) Stop adding water when a few bits of dry flour remain in the bottom of the bowl; do not overwork the dough or it will become tough. Gather the dough into 2 balls and wrap each tightly with plastic wrap, then flatten into disks. Refrigerate for at least 30 minutes.---,Preheat the oven to 425 degrees. Unwrap a disk of dough, place between two sheets of plastic wrap and roll into a 9-inch circle, 1/8-inch thick. Trim the excess dough. Lay it on a cookie sheet, cover and refrigerate. Roll the second disk into an 11-inch circle, 1/8-inch thick. Trim the excess dough. Gently place the larger circle in a 9-inch tart pan, letting the excess dough rise up the sides (do not trim). Cover and refrigerate until needed.---,Using your hands, mix the eggs, flour and butter into the lemon-sugar mixture, squeezing the lemons as you mix. Pour the mixture into the dough-lined tart pan to just below the pan’s rim. Using the point of a paring knife, carve 4 to 6 holes in the crust of the small dough circle. Lay it on top of the filling. Roughly fold the edges of the bottom crust over the top circle. Brush with milk. Bake for 30 minutes, then reduce the heat to 350 degrees and bake for 20 minutes more. Cool completely before serving.---","This uncomplicated lemon pie is a variation of one attributed to the Shakers, a religious community best known for their simple living philosophy and exquisitely designed furniture. It is said that Shaker cooks waste nothing, and if that is true, this tart is a perfect example of that ethos. The entire lemon (minus the seeds) is used – sliced thinly and macerated with plenty of sugar overnight – then baked with eggs and melted butter in a soft, flaky pastry. The end result is delicately-flavored and bright without the lip-puckering quality of most lemon desserts.,(This recipe calls for Meyer lemons, which are milder than standard lemons, but the traditional variety will do – the thinner-skinned the better.),
      ,
      ,. 
  ,
                      ,
                      ,
                    ","2,1 ¾,3,3,6,2 ½,½,¾,15,½,1","lemons, preferably Meyer---,cups sugar---,eggs---,tablespoons pastry or all-purpose flour---,tablespoons salted butter, melted---,cups all-purpose flour, plus more for dusting---,teaspoon salt---,teaspoon sugar---,tablespoons unsalted butter (almost 2 sticks), very cold and cut into 1/4-inch cubes---,cup ice-cold water---,tablespoons milk---",https://static01.nyt.com/images/2016/02/17/dining/17COOKING-SHAKERLEMONTART2/17COOKING-SHAKERLEMONTART2-articleLarge.jpg,4,Shaker Lemon Tart,"Pies And Tarts,All Purpose Flour,Egg,Meyer Lemon,Dessert,Fall,Winter,Vegetarian","hour,minutes,minutes","1,30,45",https://cooking.nytimes.com/recipes/1013984-shaker-lemon-tart,servings,"8,12"
Joan Nathan,,"Using a food processor equipped with a metal blade, grind 2 cups almonds very finely. Add 3/4 cup sugar, the egg and lemon zest, and pulse to make a cohesive dough. Transfer to a medium bowl, cover and refrigerate for at least 12 hours.---,Preheat oven to 350 degrees. Line a baking sheet with parchment paper or a nonstick liner. Place remaining 1/4 cup sugar in a small bowl.---,Pinching off pieces of dough about the size of a walnut, roll them first into balls, then into sugar. Gently press an almond point first into top of each cookie, so that half the almond can be seen. Arrange cookies one inch apart on baking sheet.---,Bake until cookies have barest hint of color but still remain soft, 8 to 10 minutes. (Cookies must be soft when removed from oven to avoid excess hardening when they cool.) Cool completely, and store in an airtight container.---","Almendrados, which date from the 15th century or earlier, are cookies made of ground blanched almonds, lemon zest, egg and sugar. They are left out to dry for a day before baking. (In the recipe given here, I’ve called for 12 hours in the refrigerator.) I have tasted this type of cookie in many guises, and often the dough spreads out too thinly. But with the cookbook author Ana Benarroch de Bensadón’s method it kept its shape perfectly.,
      ,
      ,. 
  ","2,1,1,","cups whole blanched almonds, plus about 30 almonds for decoration---,cup granulated sugar---,large egg---,Finely grated zest of 1 lemon---",https://static01.nyt.com/images/2018/03/31/dining/almond-lemon-macaroons/almond-lemon-macaroons-articleLarge.jpg,5,Almond-Lemon Macaroons (Almendrados),"Almond,Lemon,Dessert,Kosher","minutes,hours","35,12",https://cooking.nytimes.com/recipes/1016064-almond-lemon-macaroons-almendrados,cookies,30
Melissa Clark,,"Heat oven to 350 degrees. Butter and flour an 8-inch loaf pan.---,In a bowl, combine lemon zest and sugar and rub with your fingers until it looks like wet sand. Whisk in buttermilk, 3 tablespoons lemon juice and eggs. In a separate bowl, whisk together flour, baking powder, baking soda and salt. Whisk dry ingredients into the batter, then whisk in oil and poppy seeds.---,Pour batter into prepared pan. Bake until a toothpick inserted in the center emerges clean, about 1 hour. Let cool in pan until warm to the touch, then turn out onto a baking rack set over a rimmed baking sheet. Turn cake right side up.---,Whisk together remaining 4 teaspoons lemon and the confectioners’ sugar. Use a pastry brush to spread glaze evenly over top and sides of cake. Cool completely before slicing.---","This lemon poppy seed poundcake is summery and quick to make, and perfect for a picnic. One tip: cut up the poundcake before the picnic but leave it in the baking pan. It makes it easier to transport, and the pan protects it, too. Then serve it on its own, with ripe berries, and let the ants enjoy the crumbs.,
      ,
      ,. 
  ",",1 ¾,,1,½,3,3,1 ½,¼,¼,⅔,1,½","Butter, for greasing pan---,cup all-purpose flour, more for pan---,Zest of 2 lemons---,cup sugar---,cup buttermilk---,tablespoons plus 4 teaspoons lemon juice---,large eggs---,teaspoons baking powder---,teaspoon baking soda---,teaspoon fine sea salt---,cup extra-virgin olive oil---,tablespoon poppy seeds---,cup confectioners’ sugar---",https://static01.nyt.com/images/2013/06/12/dining/12JPAPPE3/12JPAPPE3-articleLarge.jpg,5,Lemon Poppy Seed Pound Cake,"Lemon,Poppy Seed,Dessert,Summer","hour,minutes","1,20",https://cooking.nytimes.com/recipes/1014800-lemon-poppy-seed-pound-cake,servings,8
David Tanis,,"Heat half-and-half to just under a boil in a heavy-bottomed saucepan or a double boiler. In a mixing bowl, combine egg yolks, 3/4 cup sugar, cornstarch and salt. Whisk well until creamy, a minute or two.---,Slowly whisk 1/2 cup of hot half-and-half into egg-sugar mixture, then add remaining half-and-half and mix well. Pour back into saucepan and cook over medium heat, whisking continuously, until custard is thick, about 5 minutes. Remove from heat and whisk in butter, lemon zest and lemon juice. Spoon custard into 6 4-ounce ramekins. Cover with plastic wrap and refrigerate for at least 2 hours, and up to several hours. (May be done even a day ahead.)---,Combine chopped pistachios with 1 tablespoon sugar. Heat oven to 350 degrees. Put egg whites in mixing bowl and add 3 remaining tablespoons sugar. Beat whites to stiff peaks. Spoon a pile of meringue onto each custard-filled ramekin, using all the meringue. Sprinkle with pistachio-sugar mixture. Bake for 10 to 15 minutes, until the tops are browned. (May be baked just before guests arrive, then kept at room temperature until time for dessert.)---",,"2,4,¾,3,,2,2,½,1","cups half-and-half---,large eggs, separated---,cup sugar, plus 4 tablespoons---,tablespoons cornstarch---,Pinch of salt---,tablespoons unsalted butter, softened---,teaspoons lemon zest---,cup lemon juice---,tablespoon finely chopped pistachios---",https://static01.nyt.com/images/2014/05/08/dining/lemonmeringue-still/lemonmeringue-still-articleLarge.jpg,4,Lemon Meringue Pots de Crème,"Egg,Half,Lemon,Dessert","minutes,hours","40,2",https://cooking.nytimes.com/recipes/1014654-lemon-meringue-pots-de-creme,servings,6
