author,cook_category,cook_instructions,description,ingredient_amount,ingredient_name,num_ratings,picture_src,rating,recipe_title,tags,time,url,yield_
Martha Rose Shulman,Healthy,"Combine the water, salt, coconut milk, honey or agave nectar and vanilla in a large (3-quart) saucepan and bring to a boil. Stir in the oatmeal and bring back to a boil, stirring. Reduce the heat to low, cover and simmer 5 minutes, stirring occasionally. Stir in half the blueberries, cover, and cook another 5 minutes, until the oats are cooked and the mixture is creamy.,Stir in the rose water and the remaining blueberries. Turn off the heat, return the lid and let sit for 5 to 10 minutes. Serve right away, or spoon into serving dishes and allow to cool in the refrigerator.","I spoon this comforting, sweet pudding into ramekins and serve it as a dessert, but you could also make it a breakfast splurge. You can serve it hot or cold.,
      ,
      ,. 
  ","1,¼,1,2 to 4,1,1,½,1","cup water---,teaspoon salt---,14-ounce can unsweetened low-fat coconut milk---,tablespoons mild honey or agave nectar (to taste)---,teaspoon vanilla extract---,cup quick-cooking steel-cut oats---,teaspoon rose water (available at Middle Eastern markets)---,cup blueberries (6 ounces)---",135,https://static01.nyt.com/images/2012/09/12/science/13recipehealth/13recipehealth-articleLarge-v2.jpg,4,Blueberry Coconut Oatmeal Pudding,"Blueberry,Coconut Milk,Oat,Breakfast,Easy,Quick,Dessert,Dairy Free,Gluten Free,Halal,Healthy,High Fiber,Kosher,Low Cholesterol,Low Sodium,Vegan,Vegetarian",30 minutes,https://cooking.nytimes.com/recipes/12745-blueberry-coconut-oatmeal-pudding,6 servings
Sam Sifton,,"Preheat oven to 350. Make custard: 
whisk 3/4 cup of the sugar, the cornstarch, 
milk and egg yolks in a pot set over 
medium heat, and cook, stirring constantly, 
until it just begins to bubble, 10 
to 15 minutes. Turn heat down slightly, 
and allow mixture to simmer, still 
stirring constantly, for 1 minute, then 
remove mixture from heat. Whisk in 
vanilla, salt and butter.,Make meringue: put the egg whites, 
cream of tartar and 1/2 cup of sugar 
in the heatproof bowl of an electric mixer, 
and set over a medium saucepan of 
simmering water. Whisk until the sugar 
is dissolved and the mixture is hot 
to touch, about 3 minutes. Transfer to 
the stand mixer fitted with whisk, and 
beat until stiff, about 5 to 7 minutes.,Line a 13-by-9-inch oven-safe 
casserole pan with one layer of Nilla 
wafers and one layer of banana 
slices. (Reserve remaining Nilla wafers 
for a child or incident of depression.),Pour the custard over the bananas 
and cookies, then use a spatula to 
spread the meringue. Bake in oven for 
10 to 15 minutes, until the peaks 
are the color of a toasted marshmallow. 
Allow to rest until ready to serve.","This is an old-school banana pudding down to its bed of Nilla wafers, topped with a quilt of meringue, above a pudding that owes some hold to cornstarch. It is not in any way fancy, though the meringue has its moments. The peaks may weep a little, if you let the dessert sit for a while to draw admiring glances from your guests, but no matter. It's fantastic inside, where it counts.","1,⅓,4,4,1,,2,,1,","¼ cups granulated sugar, divided---,cup cornstarch---,cups whole milk---,large eggs, separated and divided---,teaspoon vanilla---,¼ teaspoon salt---,tablespoons unsalted butter---,¼ teaspoon cream of tartar---,11-ounce box nilla wafers---,3-4 bananas, depending on size---",409,,4,Banana Pudding,Dessert,1 hour,https://cooking.nytimes.com/recipes/1015130-banana-pudding,8 to 10 servings
Pierre Franey,,"Peel and devein the shrimp. The shells may be used to make a broth (,).,Heat the oil in a kettle or large saucepan with a heavy bottom over medium heat. Add the flour, and cook, stirring constantly, until lightly browned. Do not burn.,Add the onion, green onions, green pepper, celery and garlic. Cook, stirring, until wilted. Add ham and stir. Add the tomatoes, thyme and oregano, and bring to a boil. Stir in the uncooked rice, if desired. Add salt, pepper and shrimp broth. Reduce heat to medium-low, and simmer, uncovered, about 25 minutes; add the shrimp and stir. Cook about 10 minutes longer or until it has thickened, but is still slightly soupy. Serve in bowls with chopped green onions on the side as an optional garnish.","The chef Paul Prudhomme's unassailably authentic seafood jambalaya requires two hours of cooking time, apart from the preparation. This version stands up reasonably well, and cuts down the preparation and cooking time to just under 60 minutes.,
      ,
      ,. 
  ","2,2,2,1,1,1,1,1,1,2,½,1,1,,,5,½","pounds shrimp in the shell---,tablespoons corn, peanut or vegetable oil---,tablespoons flour---,cup finely chopped onion---,cup finely chopped green onions or scallions---,cup finely chopped green pepper---,cup finely chopped celery---,tablespoon finely minced garlic---,cup cooked ham cut into 1/2-inch cubes---,cups crushed imported tomatoes---,teaspoon dried thyme---,teaspoon dried crushed oregano---,cup uncooked long-grain rice, optional, or serve the dish with Creole rice (---,)---,Salt to taste if desired---,Freshly ground pepper to taste---,cups shrimp broth (---,) or water---,cup finely chopped green onion or scallions, optional, for garnish---",599,https://static01.nyt.com/images/2016/01/19/dining/19COOKING_JAMBALAYA/19COOKING_JAMBALAYA-articleLarge.jpg,5,Shrimp Jambalaya,"Cajun,Creole,Southern,Sauces And Gravies,Crushed Canned Tomato,Ham,Long Grain Rice,Shrimp,Dinner,Main Course",45 minutes,https://cooking.nytimes.com/recipes/6679-shrimp-jambalaya,6 to 8 servings
Alex Witchel,Easy,"Pat scallops dry with paper towels, and season lightly with salt and pepper. Heat a large sauté pan or nonreactive skillet over medium-high heat, and add oil. After 30 seconds, add scallops; do not crowd pan, work in batches if necessary. Sauté until well browned, about 2 minutes, then turn and cook other side. When second side is dark golden, transfer scallops to a platter; cover and keep warm.,Return sauté pan to heat, add butter, and cook until it begins to foam and turn golden. Add shallot and capers, sauté for 1 minute, then add lemon juice (being careful to avoid sputtering butter) and chopped parsley.,To serve, place 3 scallops on each of 4 warmed plates. Spoon butter, shallots and capers over scallops, and serve.","This bright yet rich treatment for scallops came to The Times in a 2009 article about Kevin Zraly, the wine director of Windows on the World from 1976 to 2001. Mr. Zraly turned the restaurant into an international wine mecca: at the time it was destroyed, when the World Trade Center fell, its cellar held close to 100,000 bottles of 1,500 labels. Mr. Zraly and Michael Lomonaco, the chef at the restaurant (both of whom were not at work on Sept. 11 when the planes hit), worked together on hundreds of wine and food pairings throughout the years. This was Mr. Zraly's favorite of Mr. Lomonaco's creations. With it, he recommends a Puligny Montrachet, Olivier Leflaive.,
      ,
      ,. 
  ","12,,,¼,3,1,2,,⅓","fresh sea scallops---,Sea salt---,freshly ground black pepper---,cup olive oil---,tablespoons unsalted butter---,tablespoon finely chopped shallot---,tablespoons salt-packed capers, rinsed of excess salt---,Juice of half a lemon---,cup (packed) flat-leaf parsley leaves, finely chopped---",776,https://static01.nyt.com/images/2019/02/10/dining/Scallops-With-Brown-Butter-Capers-and-Lemon/merlin_149985834_b8c47447-abc4-4045-9446-7be2dbc66b6c-articleLarge.jpg,5,"Sea Scallops With Brown Butter, Capers and Lemon","Sea Scallop,Seafood,Easy,Quick,Appetizer,Main Course,Gluten Free",15 minutes,https://cooking.nytimes.com/recipes/1012796-sea-scallops-with-brown-butter-capers-and-lemon,4 appetizer servings
David Tanis,Easy,"Season steak generously with salt and pepper. Sprinkle with sliced garlic and rosemary and set aside to marinate, 20 to 30 minutes.,Heat oven to 450 degrees. Meanwhile, bring a pot of well-salted water to a boil. Add potatoes and cook at a brisk simmer until just done, 10 to 15 minutes. Drain and keep warm.,Heat a cast-iron or other heavy skillet over high heat. Remove and discard sliced garlic from steak. (If left on, it will burn in the skillet.),When pan is hot, put in the steak and let brown well on one side, 4 to 5 minutes. Wait until steak forms a crust and comes away cleanly from the bottom to move it.,Flip steak and transfer pan to oven, uncovered. Roast until juices begin to rise on surface of steak (you will see the droplets) and internal temperature is 120 degrees, 8 to 10 minutes. Remove steak from pan and let rest, tented with foil, for 5 to 10 minutes. (Residual heat will continue to cook the meat to medium-rare as it rests.) Warm a serving bowl for the potatoes and plates for the steak.,Melt butter in a wide skillet over medium-high heat. Add potatoes and toss to coat and heat through. Sprinkle with salt and pepper. Add minced garlic and cook, stirring, until softened but not browned, 1 minute or less. Gently stir in parsley and lemon zest and transfer to serving bowl.,Cutting on a slight diagonal, slice steak into 1/2-inch slices, then transfer to plates. If using, place a handful of greens next to the steak. Serve immediately, passing potatoes at the table.","For a special occasion with a sweetheart, sharing a simple, luxurious dinner at home is even better than going to a restaurant. Splurge on a cut like rib-eye or tenderloin and open a great bottle of wine. It’s a simple, no-fuss endeavor, yet very special.,
      ,
      ,. 
  ","1,,2,1,1,2,¼,,","large boneless rib-eye steak, cut 2 inches thick (at least 1 1/2 pounds)---,Salt and freshly ground black pepper---,cloves garlic, sliced, plus 1 teaspoon minced garlic---,rosemary sprig, roughly chopped---,pound very small potatoes, rinsed---,tablespoons butter---,cup finely chopped parsley---,Finely grated zest of 1 small lemon---,Arugula or watercress, for serving (optional)---",299,https://static01.nyt.com/images/2018/02/14/dining/14Kitchen1/merlin_133154163_ac1cede9-18ea-4811-a543-0a7fa6855b66-articleLarge.jpg,5,Rib-Eye Steak and Potatoes for Two,"Steaks And Chops,Rib Eye Steak,Rosemary,Dinner,Easy,For Two,Quick,Main Course",1 hour,https://cooking.nytimes.com/recipes/1019175-rib-eye-steak-and-potatoes-for-two,2 servings
Yossy Arefi,,"Heat oven to 425 degrees and butter a 10-ounce ramekin. Dust the buttered ramekin with granulated sugar.,2. Combine the chocolate and 3 tablespoons butter in a heat-safe bowl set over a pan of simmering water. Cook, stirring occasionally, until melted and smooth. (Alternatively, combine in a bowl and microwave in 30-second blasts, stirring in between, until melted and smooth, about 1 minute.) Remove from the heat and set aside.,In a medium bowl, combine the 3 tablespoons sugar, egg, egg yolk, vanilla and salt. Whisk vigorously until the mixture is thick, foamy and pale, about 2 minutes. Whisk in the flour until smooth.,Using a spatula, add the chocolate to the egg mixture and stir gently until combined.,Pour the mixture into the ramekin. Bake for 12 to 14 minutes or until the edges are set and puffed, but the center is still soft when lightly pressed. (You can also cover and refrigerate the batter up to a day in advance. Add an additional minute or 2 to baking time if you are baking the cake directly from the refrigerator.),Use an offset spatula or small knife to loosen the edges of the cake from the ramekin. Place a plate over the ramekin and carefully invert the warm cake. Use an oven mitt or clean kitchen towel to remove the ramekin, dust the cake with confectioners’ sugar and serve with ice cream or whipped cream.","Chocolate lava cakes gained popularity in the late 1990s thanks to the chef Jean-Georges Vongerichten, and they have stuck around on dessert menus for good reason: They are rich chocolate cake and velvety sauce all in one, and they are surprisingly easy to make in under an hour. If you like to plan ahead, you can prepare the batter a day in advance, refrigerate it, then pop the cake into the oven when you are ready for dessert. This recipe, made in a 10-ounce baking dish, is meant for sharing, but you can also make it in two 6-ounce ramekins. Just cut the baking time to 7 to 9 minutes. Also, be sure to use chopped chocolate bars or chocolate féves rather than chocolate chips here. Chips are made with stabilizers that inhibit melting and will negatively affect the texture of your dessert.","3,3,3,1,1,½,⅛,2,","ounces/85 grams bittersweet chocolate, 70 to 74 percent cacao (not chips), chopped (about 1/2 cup)---,tablespoons unsalted butter, cut into cubes, plus more for the ramekin---,tablespoons granulated sugar, plus more for the ramekin---,large egg---,large egg yolk---,teaspoon vanilla extract---,teaspoon kosher salt---,tablespoons all-purpose flour---,Confectioners’ sugar, to serve (optional)---",492,https://static01.nyt.com/images/2019/02/11/dining/11molten-lava-cake/ya-molten-lava-cake-articleLarge.jpg,4,Chocolate Lava Cake for Two,"Cakes,Custards And Puddings,Bittersweet Chocolate,Butter,Egg,Vanilla,For Two,Dessert",25 minutes,https://cooking.nytimes.com/recipes/1019957-chocolate-lava-cake-for-two,2 servings
Melissa Clark,,"Heat oven to 350 degrees, and bring a medium pot of water to a boil. Butter a 10-inch springform pan.,Make the cake: In a metal bowl, combine the butter and chocolate; place the bowl over (not in) the pot of simmering water. Melt the chocolate, stirring occasionally, then remove from heat to cool slightly. (Alternatively, melt the chocolate and butter in the microwave on a low setting.),Into a medium bowl, sift the flour, baking powder, cocoa powder and salt. Add the shredded coconut and stir to combine.,In the bowl of an electric mixer, beat the egg yolks and sugar until pale and fluffy. Add the cooled chocolate mixture, mix to combine. Alternating, fold the flour mixture and the cream into the batter.,In the clean bowl of an electric mixer, beat the egg whites until stiff, then fold gently into the batter. Pour the batter into the prepared pan and bake until a toothpick inserted in the center of cake emerges clean, about 50 minutes. Cool on a wire rack.,Make the frosting: In a medium heatproof bowl, melt the chocolate over a pot of simmering water (or you can do this in a microwave on a low setting). Remove from heat and stir in the butter. Cool slightly, until the chocolate thickens somewhat, then spread the frosting over the cake. Sprinkle coconut on top; let set, then serve.","The fine, feathery crumb of this dessert, which is on the lighter side of chocolate cakes, is balanced by a slather of glossy, fudgy frosting. A topping of shredded coconut provides additional richness and texture. Make it the day before serving; its flavor only improves overnight.,
      ,
      ,. 
  ","7,5 ¼,1 ¼,2,2,¼,1,4,1,¾,7,½,½","ounces/200 grams unsalted butter (1 3/4 sticks), plus more for the pan---,ounces/150 grams chopped dark chocolate (at least 60 percent)---,cups/155 grams all-purpose flour---,teaspoons/10 grams baking powder---,tablespoons/15 grams cocoa powder---,teaspoon/1 gram kosher salt---,cup plus 1 tablespoon/100 grams unsweetened shredded coconut---,large eggs, whites and yolks separated---,cup/200 grams superfine sugar---,cup plus 2 tablespoons/200 milliliters heavy cream---,ounces/200 grams chopped dark chocolate (at least 60 percent)---,ounce/15 grams unsalted butter (1 tablespoon)---,cup/47 grams unsweetened shredded coconut---",244,https://static01.nyt.com/images/2015/12/02/dining/02COOKBOOKS-slide-81Y5/02COOKBOOKS-slide-81Y5-articleLarge.jpg,4,Chocolate Coconut Cake,"Scandinavian,Cakes,Coconut,Dark Chocolate,Dessert","1 1/4 hours, plus cooling",https://cooking.nytimes.com/recipes/1017856-chocolate-coconut-cake,"One 10-inch torte, 8 to 10 servings"
David Tanis,Easy,"Set a stainless steel mixing bowl over a pan of boiling water to make a double boiler. Put chocolate, cream and salt in bowl and heat until chocolate is completely melted, about 15 minutes.,Add vanilla and bourbon and whisk thoroughly, until mixture is smooth and shiny. Pour into a pie plate or baking dish, cover with plastic wrap and refrigerate until firm, about 1 hour.,Use a melon baller or soup spoon to make rough 1/2-ounce spheres. Roll between cocoa-dusted palms, then in crushed nuts. Refrigerate, but don’t serve them ice cold; remove from the refrigerator 10 minutes before serving.","The perfect hedonist dessert is one chocolate truffle, followed by one more. Though these look fancy, they’re actually quite simple to prepare.  ","8,¾,,2,1,,½","ounces bittersweet chocolate---,cup heavy cream---,Pinch of salt---,drops vanilla extract---,tablespoon bourbon---,Cocoa powder---,cup toasted crushed pecans, pistachios or hazelnuts---",182,https://static01.nyt.com/images/2018/12/11/dining/dt-chocolate-bourbon-truffles/merlin_147141315_fbe466ce-f331-417d-9857-926d5d33a393-articleLarge.jpg,5,Chocolate-Bourbon Truffles,"Candies,Bittersweet Chocolate,Bourbon,Heavy Cream,Easy,Dessert","20 minutes, plus chilling",https://cooking.nytimes.com/recipes/1017971-chocolate-bourbon-truffles,16 to 18 truffles
Dorie Greenspan,,"Center a rack in the oven, and preheat it to 350. Butter the interiors of two 9-inch round cake pans, dust with a little cocoa powder and tap out the excess. Sift together the flour, cocoa, baking powder, baking soda and salt.,Working with an electric mixer (use the paddle, if you have one), beat the butter and sugar together on medium speed for 3 minutes, until light and fluffy. Add the eggs one by one, and beat for a minute after each goes in; beat in the vanilla. Reduce the speed to low, and add the dry ingredients in 3 additions and the buttermilk in 2 (start and finish with the dry, and don’t worry if the buttermilk makes the batter look slightly curdled). Mix in the melted chocolate. Divide the batter evenly between the pans.,Bake for 24 to 28 minutes, until a tester poked into the center of the cakes comes out clean. Transfer to racks, let rest 5 minutes and then run a blunt knife around the edges of the pans. Unmold the cakes onto the racks, and cool to room temperature.,Make the frosting: Sift together the confectioners’ sugar and cocoa powder. Using an electric mixer (with the paddle, if available), beat the sugar, cocoa, salt and butter on high speed until fluffy. On low speed, add the chocolate. When it’s almost incorporated, beat in the buttermilk. It’s best to use the frosting immediately.,If necessary, just before you’re ready to frost the cakes, slice a sliver off the top of each layer to create a flat surface. To assemble, place one cake layer, top up, on a serving platter, and cover with frosting. Top with the second layer, top down, jiggling it into the frosting to hold it in place. Frost the top and sides of the cake — go sleek or swirly. If you’re using decorations, scatter them over the cake. Chill for at least 1 hour (or for up to 1 day); bring to room temperature before serving.","This is the birthday cake I’ve made for my son since he was about 11. After boxed cakes, ice-cream cakes, a cake in a Darth Vader mold (that year, the party’s theme was “May the Fours Be With You), this cake hit the spot and remains a favorite. It’s a double-layer devil’s-food cake made with cocoa and bittersweet chocolate, the same pair that makes the frosting so luscious.  You can make the layers ahead of time, wrap them and freeze them for up to a month.  As for the frosting, it’s best spread between the layers and over the cake when it’s just made. Once assembled, the cake can be refrigerated overnight. It cuts most easily when it’s cold but tastes best when it’s at room temperature, which is about what it will be once the candles are blown out and the slices put on plates. Ice cream alongside is unnecessary but nice. Hey, it’s a birthday!,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","2,⅔,2,1 ½,½,½,1 ¼,4,2,1,4,3 ⅓,4 ½,½,3,6,4 ½,","sticks (226 grams) unsalted butter, at room temperature (plus more for the pan)---,cup (56 grams) unsweetened cocoa powder (plus more for the pan)---,cups (272 grams) all-purpose flour---,teaspoons baking powder---,teaspoon baking soda---,teaspoon fine sea salt---,cups (250 grams) sugar---,large eggs, at room temperature---,teaspoons pure vanilla extract---,cup (240 ml.) buttermilk, well shaken---,ounces (113 grams) bittersweet chocolate, melted and cooled---,cups (405 grams) confectioners’ sugar---,tablespoons unsweetened cocoa powder---,teaspoon fine sea salt---,sticks (339 grams) unsalted butter, at room temperature---,ounces (170 grams) bittersweet chocolate, melted and cooled---,tablespoons buttermilk---,Small decorations to scatter over the cake, optional---",717,https://static01.nyt.com/images/2018/05/13/magazine/13OnDessert/13OnDessert-articleLarge-v2.jpg,4,Chocolate-Chocolate Birthday Cake,"Cakes,Bittersweet Chocolate,Buttermilk,Confectioners' Sugar,Unsalted Butter,Unsweetened Cocoa Powder,Dessert",Baking and cooling: About 3 hours,https://cooking.nytimes.com/recipes/1019312-chocolate-chocolate-birthday-cake,12 to 14 servings.
Amanda Hesser,,"Prepare chocolate dough: In bowl of an electric mixer, combine the butter, confectioners' sugar and cocoa. Beat until smooth. Add egg yolk and vanilla, and beat until blended.,Sift flour into dough mixture. Beat on low speed until combined. Press the dough into the bottom and up the sides of a 10-inch tart pan. (You can use a 9-inch pan, but the crust will be thicker and the caramel may take longer to set in step 4.),Preheat oven to 350 degrees. Line tart with foil, and fill with dried beans, rice or pie weights. Bake for 15 minutes. Remove foil and weights, and bake until pastry is dry and set, another 10 to 15 minutes. Transfer to a wire rack to cool.,Prepare caramel filling: In a large saucepan, bring sugar, water and corn syrup to a boil. Stir or swirl the pan occasionally, until mixture is a medium amber color, about 12 minutes. Remove from the heat. Caramel will continue to cook and darken off of the heat. Carefully but quickly whisk in the butter, cream, creme fraiche and salt until smooth (mixture will bubble up). Pour hot caramel into tart, and allow to cool and set, at least 1 hour.,Prepare chocolate glaze: Place chocolate in a bowl. In a small saucepan, bring cream to a boil. Pour hot cream over chocolate and whisk until chocolate has melted and mixture is smooth. Pour glaze over tart, tilting tart for even coverage. Refrigerate until tart is set, at least one hour, then sprinkle with a few granules of fleur de sel. Keep refrigerated until serving.","It is hard to believe in this day and age – when salted caramel ice cream is almost as ubiquitous as vanilla – that desserts in which salt plays a starring role was once a newfangled concept. This recipe, an adaptation of one attributed to the pastry chef Claudia Fleming, came to The Times in a 2000 article by Amanda Hesser about the development of that very trend, and it is a perfect example of how it's done right. Layers of silky caramel and dark chocolate ganache topped with a sprinkling of crunchy, snow-white fleur de sel make this an unforgettable combination of flavors and textures.,
      ,
      ,. 
  ","½,½,¼,1,¾,1 ¼,2,½,¼,½,½,2,,3 ½,½,","cup (1 stick) salted butter, at room temperature---,cup plus 1 tablespoon confectioners' sugar---,cup unsweetened cocoa---,large egg yolk---,teaspoon vanilla extract---,cups all-purpose flour---,cups sugar---,cup water---,cup corn syrup---,cup (1 stick) unsalted butter---,cup heavy cream---,tablespoons creme fraiche (available at specialty food markets)---,PInch of salt---,ounces extra-bittersweet chocolate (70 to 85%), chopped---,cup heavy cream---,Fleur de sel---",743,https://static01.nyt.com/images/2016/02/09/dining/09COOKING-CHOCTART3/09COOKING-CHOCTART3-articleLarge-v2.jpg,5,Chocolate Caramel Tart,"Caramel,Chocolate Dough,Dessert",1 hour 15 minutes,https://cooking.nytimes.com/recipes/9360-chocolate-caramel-tart,10-inch tart (12 to 16 servings)
